id,time,friends,followers
77804778,4948,12,12
304783152,1322,10,11
57447216,26421,11,10
258381861,53534,12,11
114409355,41739,11,10
60912518,2408,11,12
289185700,28766,11,11
199788068,5916,7,8
215918762,2279,9,8
216074641,4872,12,12
350315926,1561,11,11
37452339,2030,12,11
22052637,1343,9,9
388366218,2616,10,10
31701506,3199,13,13
31489312,16943,13,10
71593631,3994,10,11
51000600,2615,13,12
21917799,1880,14,14
223576147,43744,10,11
95845006,40098,12,13
267061250,1723,11,11
21784080,35763,13,11
103386546,3354,11,11
28538760,6031,11,11
21154719,55580,12,9
16220954,9042,12,12
138771370,1452,11,12
155588243,1683,11,11
11731102,1679,13,13
301338001,14222,9,10
357187156,1251,10,10
135851274,13000,9,11
34523696,2862,13,12
139290916,2846,9,9
59694204,1556,12,12
144539263,21494,12,11
360705420,6011,8,9
289208595,45593,12,12
149880108,1884,11,10
368666976,10525,11,10
235211265,56770,10,11
67733140,52120,11,11
833581190,13891,9,10
836321150,3566,8,9
677762107,5854,9,8
148033198,4595,11,7
27228910,0,12,20
128068595,12097,9,9
547721242,2061,8,8
52035866,50677,9,8
836377657,33413,9,10
452638490,37618,10,9
244524956,4011,11,10
299439630,28549,8,6
203297234,10254,11,10
289198680,1380,11,11
261303992,4536,10,10
217176457,17795,11,10
51812093,9574,11,11
445734294,57021,10,10
335550171,4606,12,13
15491715,22751,12,11
72228195,7250,13,11
289193007,1971,11,11
29478535,9000,10,11
72051416,52580,12,11
152053331,1620,13,13
155778320,5960,12,12
302375760,49922,12,12
1226224,67313,10,10
132640678,34902,11,12
298807278,1240,12,12
289201473,5950,8,7
113994055,7012,12,13
135266277,52085,9,11
10759610,31058,13,13
418109271,1846,9,10
218247395,1990,13,12
505118337,2764,10,11
147948927,15669,10,5
578723729,1306,10,11
20307967,10708,12,11
160305503,35501,11,11
289191362,3934,12,11
144533961,5630,14,16
99760039,2690,12,10
27929513,5472,9,9
27977943,2709,13,14
298809005,5255,12,12
149725183,4449,13,13
191097877,3796,11,11
741688518,7210,11,12
159758392,6381,13,11
578856280,20783,10,10
165124875,1947,13,12
206599680,34297,12,12
8261676,29471,9,9
