id,time,friends,followers
785135448,142540,10,10
152691595,116215,11,9
51302941,114536,11,7
174301016,93938,8,5
602513367,149081,10,8
602530621,136924,7,6
135503160,87238,11,12
57070476,89158,10,9
321126387,134488,9,6
665976368,158791,9,7
350386665,120165,8,8
747200252,171821,6,5
602545988,86897,7,6
45497179,120265,7,2
51709040,129622,10,5
163891357,87078,11,10
15412776,162083,12,11
602552472,129070,10,9
152817590,100089,12,12
262677656,86984,10,9
666000500,128385,8,7
665978924,124257,7,6
83079554,86933,12,12
357564186,86907,10,10
476064930,86940,11,8
747084026,159782,6,5
104763977,111262,9,7
603974353,125985,6,8
57070812,167809,11,10
836611452,97328,8,4
666015047,116875,10,11
665993953,109757,7,3
69568512,88171,11,10
219598846,119380,6,6
602558802,161964,10,9
836610696,158908,3,3
648719210,142422,7,3
500930586,86942,9,9
695803034,169088,9,8
21825189,0,10,16
313034396,138186,8,8
836611433,128827,4,4
16046167,120476,9,7
58052509,100719,10,7
229030937,87139,11,10
460287456,126123,10,10
57068172,88964,8,12
299680947,87549,8,6
200035267,88230,8,6
602521446,152549,6,5
10094156,112026,8,4
665992651,143223,11,11
47644742,86988,11,9
665962254,168535,5,4
219709429,106052,11,9
242398397,93811,11,8
602551724,87135,11,10
57070655,98864,7,4
836611412,164617,5,5
497184158,128324,9,8
666004575,118345,6,7
665944115,159097,5,3
342849349,127630,5,4
602510522,155483,6,5
500947335,94240,7,6
602544304,183064,9,10
57068554,600393,10,10
44761382,101709,15,15
836611832,635657,5,3
56074645,100330,8,6
57651733,88232,14,14
48733777,88910,11,10
57643549,101262,14,13
566562470,97933,9,7
231486857,168497,11,9
57068056,109918,13,13
602514506,136873,9,8
166745170,129474,8,8
747196263,248078,6,1
558636369,156696,7,5
747103307,169415,4,1
52394997,89811,9,6
152623387,101797,13,12
57067954,104768,11,11
429526108,167954,8,7
7657104,142178,13,12
57069777,94776,8,7
57069644,166459,14,14
665945358,129486,10,9
400067044,141368,6,1
605187021,139166,12,12
