id,time,friends,followers
71744295,14049,7,9
54684925,9174,12,11
44917336,7331,13,12
177565124,42563,10,8
268709134,36677,10,9
58403631,35173,8,5
349896975,9161,8,7
83255129,19232,9,10
13355477,17571,12,13
833325093,80494,6,6
152927318,8447,11,11
57648897,6213,12,11
812467752,18390,7,4
147608445,33909,9,9
215757790,0,12,15
634145204,390989,8,6
152485566,11390,8,8
806256269,23381,9,7
421461479,18317,10,9
667710928,4884,9,8
192271018,12372,11,10
152595011,34396,11,9
509488857,12045,8,8
9023080,29914,12,13
694659195,39104,8,9
58253751,25709,12,12
40484699,38746,10,9
253933660,5868,12,12
581771035,4546,9,9
32897667,8291,10,8
58304180,41412,11,9
522435605,16127,10,9
302891242,7414,9,9
210199816,35650,14,14
833312002,62482,8,8
456671946,9248,11,9
834116769,67373,6,4
131680370,33331,10,11
96147679,38735,12,11
673176975,6877,10,9
756498463,8941,8,8
79437490,24251,13,12
80420101,8415,10,10
152544761,491970,8,9
371024169,12445,7,7
772327954,6711,9,9
223859029,136896,9,7
130071674,260093,12,12
350553707,41764,7,6
152934153,11732,11,11
29388955,15056,14,14
738392332,22806,9,7
414724435,25718,8,8
802181855,15920,8,7
2264440,17503,12,12
349832527,6261,10,9
220518041,60154,9,8
34213398,11110,11,10
298838230,22831,11,11
299281853,421075,11,10
230413272,216830,6,2
151685493,26871,7,7
111700625,1971981,7,6
34125290,38962,10,9
421479878,14979,10,8
607645012,247515,8,7
713049094,449676,6,5
638099077,14890,9,7
29543227,280960,12,12
214285306,15074,9,9
267974902,18475,10,9
152502373,56142,11,10
43968217,20547,10,10
81560885,31636,9,7
179856311,7696,9,7
134953912,9776,9,11
580913948,269626,7,5
836611764,11287,4,0
797882830,20529,9,9
188036105,7387,13,13
38324887,9505,12,11
690059304,11831,5,2
163543991,16880,10,11
421455363,21655,9,10
419764519,361482,9,7
58381306,8427,13,15
53289650,11049,9,6
5467493,69646,11,11
154989892,19272,10,9
701171311,25098,8,6
152481665,6828,11,9
124833967,12425,12,10
110642812,34685,11,8
98022407,41231,9,10
385833694,10308,10,9
152580351,8350,12,12
