id,time,friends,followers
663328748,10701,8,6
142493797,57737,10,7
54439059,85601,10,10
129180914,11648,9,9
41996461,4561,8,7
58087593,851,9,8
56041285,2105,10,7
147930096,7302,8,3
122608867,6231,11,10
45425745,275,9,9
55172103,9472,9,5
412801106,3831,10,10
84254046,9521,13,12
220610827,49,6,8
54352408,389,10,9
29927043,5850,9,6
57401066,1918,10,7
69683787,0,11,19
67040972,9641,12,11
607639404,2311,9,9
258401016,3889,8,7
448595020,1255,8,9
260680751,779,7,6
52108320,740,9,7
677175932,84511,8,7
62001712,197,10,12
52061391,10470,10,5
58127743,6898,9,7
351006246,472,8,5
74825330,11416,11,9
73182264,9342,12,11
208426040,319,12,10
189713880,657,9,8
93249,47601,11,8
131090596,808,9,9
219710099,7963,8,6
21882315,174,10,7
69402824,640,13,12
59860901,47332,12,11
52115662,4306,9,7
13843007,2204,9,9
38485331,165394,12,11
702089461,110,7,5
620312075,1030,9,6
533614587,2057,8,8
