id,time,friends,followers
124045364,74362,13,11
138373073,77473,13,13
58347556,69534,9,9
58119466,63735,9,6
14984034,67657,10,10
58011709,65652,11,7
58166958,70656,10,8
513162461,68672,10,10
83119144,226620,13,13
806246034,88088,8,7
55030177,82021,11,11
152243260,64260,11,11
405881819,6827294,7,6
29122183,81942,12,11
58151397,89600,13,13
21950880,92640,8,5
660033,79308,9,10
638398976,196682,7,6
58288355,66717,10,8
58259842,65916,11,6
404685645,92291,10,9
57018062,63600,13,10
169388655,71626,7,5
73959579,105828,13,12
166899735,67632,7,7
747176876,503208,10,10
630264486,139570,8,5
321483365,68980,6,7
199783015,129018,10,10
155886125,203552,10,11
27261385,94078,16,16
210277454,95840,12,11
58035919,81109,10,8
225688329,96990,9,12
691503948,74769,8,7
834501750,89490,6,6
67731049,92880,8,7
163434459,134857,7,5
685624365,111916,11,12
128765923,0,8,16
68568665,86563,13,14
210221086,130471,10,10
86445761,68415,12,11
132217301,200564,10,11
424031096,1581740,9,6
535395720,66219,8,7
84511809,77528,11,9
164374602,84254,8,7
57611283,107516,8,4
350261096,71523,9,9
364635875,220708,8,7
45027084,466163,10,7
683321912,251073,8,8
57376313,63395,8,7
56842002,145523,13,12
284739811,81483,8,7
58072581,68937,9,10
100786665,83804,10,8
505556450,118924,10,9
58261946,67310,8,6
57448319,102449,10,9
129864250,203710,11,9
58270518,64867,11,10
58052311,1158498,10,10
39408239,104404,13,12
813438763,64293,8,7
696130931,78102,7,10
789555206,82770,7,5
298548375,100255,8,7
107496318,89000,14,13
58033295,92476,11,8
58056042,92885,11,9
127988429,206127,11,9
298848914,68829,10,6
49215569,92240,10,9
58157853,78215,13,11
58014451,79066,9,3
58279115,107405,12,10
164378095,83105,8,8
443509141,86353,8,5
109201365,101496,12,12
58408550,95435,8,8
306554294,91384,7,7
376352321,88838,9,9
