id,time,friends,followers
58330918,427,13,12
834468760,7886,7,6
58183272,2142,13,13
298852695,152344,10,10
27524098,150825,11,12
14794735,97,13,13
45163613,58485,11,10
152785122,12931,12,12
5751562,49841,13,13
57646754,48656,13,13
78541096,3091,12,11
58008972,46469,12,12
142737688,12046,12,12
33266338,55756,14,14
185621848,58387,12,11
56902659,1443,13,13
56970728,5338,13,12
58166508,1474,13,12
50651829,2557,12,12
128418862,1015,9,10
328275483,7288,9,9
205884897,80373,11,11
730591747,107194,11,11
833272735,3866,10,10
149551772,9349,12,12
12991021,47175,11,11
541463520,69290,9,9
5581510,71108,13,13
164839286,259557,12,12
298848686,9799,10,10
316536857,8137,12,12
609146609,54145,13,13
158186551,8618,11,10
42106086,29175,13,12
56514640,48584,11,9
257904016,59356,9,6
57605752,42183,13,13
167840892,48344,10,10
299266368,106441,12,11
129645510,558,12,12
368368389,88463,9,10
741714968,91257,8,8
57607013,1997,13,12
162794598,128094,11,8
57648628,0,15,15
103497543,50585,13,12
152906222,2372,14,14
58446542,8912,11,11
677179984,9166,9,11
13360717,8824,14,14
81473526,131248,12,11
8105911,88423,10,10
55900669,5816,10,9
129985323,2594,12,12
27796444,59315,10,10
50599036,106276,13,12
21343473,55707,12,12
58106222,30641,11,11
4744731,15056,12,12
57995658,57455,11,11
158174675,2784,12,12
421462298,5495,10,10
152674106,626,13,13
119869157,8060,12,12
144853098,69480,5,11
76175202,68702,11,13
31815906,632,13,12
52584520,6305,13,12
254993545,627,11,10
576983256,348,12,11
328326454,55979,10,10
21688854,801,11,11
44759283,48964,13,14
58335865,11548,11,10
