id,time,friends,followers
152486898,191539,11,10
159847636,116223,13,11
51554223,197038,8,5
73423885,131096,10,12
12558995,253598,9,4
19594653,259626,12,9
366177810,127785,7,3
15672036,107695,13,11
130036967,113910,11,12
44956856,386087,8,3
517179563,110764,8,8
77572845,121655,10,8
836611636,236986,4,0
733125,8854204,11,14
763972217,2775335,10,10
359385231,200168,8,7
783752125,112768,5,3
64487550,164679,13,11
223759616,303782,12,10
58290222,282936,10,7
428439302,192663,6,5
49179637,8854711,11,10
322775961,226897,9,6
359159211,145926,8,7
163277234,220950,8,5
505730926,322052,8,8
32000491,225031,12,11
448348646,208668,6,2
4079061,145098,9,9
133571256,112169,10,11
836610467,132389,9,9
50886603,283183,9,9
85641693,0,16,17
312795472,173178,10,10
121855971,323183,10,10
43723776,169413,13,11
655613005,173669,10,10
833581144,5447172,9,10
75250812,116291,11,8
421456148,391978,7,6
149532916,121476,13,12
359555714,130040,9,10
693880872,473035,7,4
835986344,286989,6,8
181958909,148047,7,5
311629382,113071,8,3
44927141,168550,8,6
829043312,121394,8,10
21891733,240830,11,10
583594989,129442,2,2
164720243,138533,10,9
544802812,8854727,9,10
210216044,176886,13,13
343023001,146064,8,6
793060665,734135,7,3
327816783,115873,8,9
642588502,493215,8,8
162882345,126818,9,9
137133020,172993,8,8
97389715,253823,10,8
523510831,845326,7,3
836611810,107412,6,4
162115785,114834,10,10
252028226,357506,11,11
749714049,145155,7,7
163943944,236869,7,4
208779913,125541,9,9
162946001,203948,7,6
836611336,113693,7,6
9574707,190494,13,11
630616411,188790,8,8
72215176,437728,11,9
85323747,122247,12,11
163136174,192990,9,9
133671733,145249,10,12
694984165,112161,10,6
359503524,114570,6,8
200130990,323463,7,4
312609077,115105,7,6
520567857,118250,8,7
138436214,114895,10,9
440894733,116213,9,8
136882567,5446854,10,10
663786172,267795,9,10
26622994,108053,8,9
