id,time,friends,followers
58106150,42432,8,8
108089822,439423,10,9
834037344,50454,5,7
582205314,37183,10,9
210271090,113782,13,13
152593984,112552,12,11
582049125,81676,9,9
131124679,509625,10,10
491510152,78281,8,8
601646512,67191,8,5
581315773,45725,8,7
210247111,40794,14,14
60821300,44744,11,9
381127933,81750,11,7
581011157,132296,9,10
581867409,69546,11,11
27800247,43975,13,12
582396155,35006,8,6
112058500,38902,13,13
152660644,36019,14,14
581878964,43450,8,5
81499867,129406,14,14
15659139,0,14,20
49817559,81282,12,12
582381433,55532,8,9
581538586,198723,8,7
152576041,35787,10,12
80716158,128667,16,16
601643157,34545,8,7
58155179,35247,7,6
44754952,35193,11,9
239971117,33638,10,9
581066680,33438,8,7
764658179,82072,8,8
58142008,33820,11,11
82655344,42384,15,15
58147289,43623,15,15
149061378,38987,11,10
695767993,36271,7,8
152473684,43310,9,9
152937613,790390,9,10
581028553,131373,10,10
39973164,420185,12,11
15313044,63147,13,12
34742104,46999,13,12
152603968,291755,13,13
582379336,51896,9,8
501465290,328148,9,8
312428466,34238,10,8
165257699,153226,10,10
44788622,606727,9,9
152475528,107208,11,10
152577104,38975,9,10
5649185,93264,15,15
152687290,87824,11,10
152603566,42524,12,11
226091703,128729,13,12
57368004,41531,10,9
298857908,68512,8,8
58390445,42641,12,11
581666504,48629,10,8
582157375,51559,7,9
57644609,61092,14,14
152898504,35525,10,10
58335277,38531,8,7
133788688,76047,9,10
17113376,40236,10,9
61782260,129800,13,12
7700415,129431,14,14
222133025,42922,11,10
72469963,514488,11,11
91615185,343177,10,8
490888581,33719,10,7
50878876,126557,9,8
152500125,43033,14,14
83232850,36996,13,13
152783330,34489,13,13
57651471,74817,12,11
61349982,50869,11,9
127671306,373618,9,8
582383122,36333,7,8
75251323,895484,10,8
152939735,97605,9,7
152812037,33746,10,9
806324503,90351,6,7
582704920,89898,9,8
581889541,168969,8,8
41948867,116215,9,5
107280852,33374,13,13
582773410,201311,10,10
