id,time,friends,followers
152934935,144638,12,11
18692909,672860,12,12
128086110,79748,9,11
833350840,572779,11,11
10738370,317128,11,11
7928419,666856,13,12
75340086,79461,10,11
299263117,585496,9,7
39528537,88473,12,11
2550257,583779,13,11
52506292,96220,12,10
152924430,80997,10,7
499724436,82761,11,11
421460476,130732,7,5
93422747,83829,9,11
659966992,531957,7,5
231720577,188185,10,11
252043380,188027,14,14
670621501,194063,6,8
8219413,273528,9,10
152848135,191353,11,10
233831611,422398,11,7
152735758,144536,10,9
25289712,536605,12,10
74188692,175003,13,13
711290822,99374,9,7
61062866,534171,9,9
700974658,349165,10,10
424672472,80832,10,11
357564227,99531,7,9
215747976,120867,9,12
684961545,483021,7,8
57649862,87546,14,14
203825316,550953,9,9
52051932,662009,9,7
57430771,199422,10,7
54217963,88256,13,11
112185076,490997,9,8
766818018,176411,12,11
212824281,96056,10,10
6852339,597258,16,16
57959458,0,13,14
73830416,153982,10,9
30337522,198816,10,11
73387456,180216,13,11
806178115,198109,9,10
187834299,591332,10,6
129635298,420225,14,14
152595682,199612,13,12
687741383,628182,6,4
152500756,594028,11,11
152816701,429755,12,11
49497224,113874,12,11
24960575,608379,12,8
833350909,292274,6,5
44979472,221844,12,12
50634727,201655,13,13
74595579,640505,11,10
58147634,188274,13,12
308144505,507988,8,7
67837730,87576,14,14
97137345,79642,10,12
72152362,433867,7,7
830872058,663809,8,8
31343115,195755,12,10
129985323,88444,12,12
757505802,384809,10,10
685630314,82570,11,12
23443626,197238,15,15
42341507,256698,11,10
52390197,383700,11,9
210253092,88440,14,14
52105347,123757,9,9
35538016,80642,14,14
152920653,199179,10,9
49280328,96377,10,10
21588315,180145,11,11
252476893,137928,12,12
163543991,177584,10,11
30076337,80632,13,13
167813669,190349,8,7
654461773,481143,3,0
84788169,233330,10,10
34413499,780559,11,9
115741321,265263,13,12
225643553,86960,8,6
39612573,639834,13,14
86205677,609796,11,12
155235270,81017,7,5
395109324,150414,11,8
