id,time,friends,followers
91158107,52318,13,13
44759107,41381,16,17
131568859,51976,15,15
83743790,45470,12,12
133767389,31838,16,15
152808573,35530,12,12
295358243,40917,12,12
152929778,38719,11,11
152733616,31857,12,12
82643223,56413,16,16
23805851,38344,13,12
57644042,56781,16,16
582216673,68041,7,9
205885010,56812,13,13
421513609,42492,9,8
152596244,52551,13,13
152713317,37704,12,12
57650624,40398,16,16
60821300,37168,11,9
210199735,134236,14,14
13466639,65317,16,16
58142941,81264,15,15
57645381,45574,15,15
11235254,31805,14,14
17769567,40708,13,12
44757294,267085,15,15
152575520,81931,11,11
152714965,32605,12,12
57644430,50444,15,15
58017268,37832,10,9
39430771,43718,15,15
601654972,85672,10,10
149534281,31855,12,12
298832001,38550,11,9
152935050,45932,14,13
4116240,56488,15,15
6875077,40509,13,13
177100182,56971,10,6
582232374,38130,8,10
128175152,44285,11,11
44795898,40727,12,12
210253306,33632,12,12
152897493,40310,14,14
57648451,41791,13,13
17165383,53084,10,10
57652163,43870,13,13
130236694,57090,13,13
50839225,65159,14,14
581438784,45845,12,10
57645080,46628,16,16
57650987,0,15,15
44760110,81311,12,12
35369146,50462,16,16
36723520,46815,13,12
581669935,50608,9,11
57652021,89103,14,15
6172676,38133,15,15
154867890,45811,12,11
205888219,38732,8,10
152924088,147727,11,11
99810342,146981,13,12
57645188,44182,15,15
57651178,41895,12,12
28431976,55184,16,16
152674460,44194,14,14
152913650,38245,11,10
582242876,48601,8,9
74537749,38194,13,13
152818498,65669,10,9
152787305,40098,12,11
18544859,45817,12,11
152818267,74601,13,13
83310733,41391,13,12
210223363,31963,12,12
57589812,45360,15,16
15217961,37985,11,9
81640803,35668,9,7
582203418,133995,12,12
152955778,83796,11,10
815025301,38774,10,10
636544139,57246,9,7
44755051,45830,12,12
57647892,148336,15,15
175156313,50697,8,11
57652260,81790,14,14
152591838,34709,12,12
57652330,43759,16,16
553087204,46653,10,9
126191440,39553,15,15
57652182,51809,14,14
152930886,147018,14,14
268557793,44149,12,12
57648603,56012,14,14
581955897,57022,9,9
152097365,39837,13,12
155032741,41752,14,14
582249164,39577,10,11
152531897,56801,13,12
82643344,34941,12,12
152933112,35558,12,11
