id,time,friends,followers
152931564,6776629,9,8
57645407,4260882,15,15
152876824,5221818,11,12
152435166,10927439,11,10
152506309,10239925,11,8
82439370,4882890,13,12
57651292,4882175,14,14
167272594,5357996,10,7
152907739,4599450,7,9
152723219,5357915,9,8
152619529,5222491,9,9
65259714,6843923,13,13
60785643,6868187,14,13
152619864,4882047,13,13
601733059,6270103,11,11
9116942,6778440,12,10
152953531,9083207,13,12
57376522,6264677,12,11
298856171,3761544,9,9
152851323,4599882,13,13
74529228,3742024,10,9
57210793,3643701,10,8
49056559,5054073,13,12
152932166,4593162,14,14
60272507,6776499,10,8
152938829,3760731,13,12
54480739,6345775,11,10
58415696,7377880,12,13
58156665,6525405,12,12
152941922,4008617,11,11
42565993,4883209,13,13
129107633,4260003,12,12
152934052,4594338,12,12
57588233,3741552,14,14
152920793,7205481,12,11
57650052,5221666,13,12
57650395,4882558,14,14
152582198,7587965,8,8
152953899,3643639,14,14
57650710,6778174,15,14
152934319,4887595,12,13
152931824,4594282,13,13
61087661,3751999,13,13
67498692,4078707,14,14
11178319,4592569,12,12
44757753,7560111,13,12
152941442,4617527,11,10
581004091,4934121,11,11
581543470,4937214,11,11
152833810,3762401,13,12
152879224,3594867,9,9
38012724,4596798,13,13
32145609,3643986,13,12
152929311,3841409,11,12
152732494,3752121,13,13
152931753,4595090,10,12
152885704,6868042,13,13
45388780,5737484,13,12
152542093,12921153,13,12
152907516,4592519,11,11
152695959,9082924,12,11
806260429,7560378,12,11
152735075,4919802,13,13
152621663,5632104,11,10
152725468,6818940,11,11
152619272,4378174,9,8
152941916,9082545,15,15
152516954,3766706,10,9
804076335,11177055,12,12
152933484,4597045,8,8
58008632,4592325,11,10
210272117,4260925,13,13
152955930,4881880,12,12
152808050,4336237,10,12
149527164,5358036,12,12
152657844,4599124,10,10
152819341,4009552,11,10
152684630,5279135,8,9
601617576,14008577,11,11
152890931,6426985,12,12
83972914,4643731,13,13
144760834,4592926,13,13
57645542,0,15,16
13969437,9272889,13,12
580879521,7559918,14,14
634012569,4884623,8,9
152515137,7560544,12,12
54475226,6776513,13,12
152626920,9083037,9,8
