id,time,friends,followers
152819095,8542,11,12
696100048,3019,8,9
500766647,72814,8,7
534757218,2269,9,8
421532461,56543,7,6
152927829,26896,13,13
282566264,200,12,12
298858733,1528,12,12
73633445,5481,11,13
57770797,42689,14,14
169128174,6163,11,10
607291958,71441,9,8
48314599,31680,8,6
535207997,29383,10,10
58324134,476,13,12
535182769,29744,11,11
3468858,3258,13,12
534745638,6581,8,7
534781390,4385,10,9
58308454,7330,12,12
175162513,12061,9,10
152531401,16237,12,12
155841287,42901,12,11
110915361,58973,10,10
220482247,45836,10,9
21941822,11650,13,13
52518386,0,13,12
456058665,589,10,10
84442343,3072,8,8
44952448,5690,13,12
61632009,16868,14,14
57648217,26433,13,13
668722571,20515,9,9
57650955,923,12,12
115384450,43966,10,10
152856406,11147,12,11
582278245,15656,7,10
638131039,61029,11,10
152911923,3041,11,13
