id,time,friends,followers
58139223,69487,11,10
298831228,73575,11,10
152500247,70842,13,12
62163866,70236,16,16
57650146,109270,14,14
152819370,75122,8,8
155851470,71320,10,10
57649462,71010,13,13
15470640,68905,13,13
175151639,69358,14,14
83119144,71799,13,13
101697675,70793,13,13
152729719,69414,13,13
57588177,73522,13,13
57446146,182771,12,12
7218947,70013,13,13
129864298,84939,14,14
148318263,73212,10,11
210191508,69580,10,10
58261421,0,16,16
37398638,70490,12,12
81478232,75112,14,14
33399766,195579,14,14
152573272,73626,13,12
51701245,70348,13,12
130004488,182690,13,13
152544597,76752,11,11
201044668,85894,12,10
57646368,69588,16,16
541473902,69627,10,10
580949364,76102,6,6
359369353,69526,13,12
145457121,69790,14,14
152820455,70793,12,12
37033869,74435,15,15
57645843,70385,13,13
581978252,69281,11,11
210199816,195482,14,14
148092508,76279,10,7
152937501,70937,13,12
152784955,70368,12,14
210262683,71835,13,13
58424212,170696,13,13
581639339,82549,12,12
97137115,73008,13,13
229001097,69013,11,11
47180236,84014,12,12
110977657,69113,13,13
152882716,185702,13,13
582118097,74626,10,10
82643243,69859,14,14
152954041,69799,14,14
35805666,71963,14,14
152670566,71208,9,10
152567178,171713,10,10
128947195,74525,13,13
44758641,71146,13,13
210273803,71340,14,14
581018271,72997,12,11
152728643,70270,12,12
57653156,69822,16,16
21825407,102651,13,12
101696424,74035,13,13
58067070,181945,13,12
152687558,71543,11,11
210276477,71559,13,13
210252412,68876,13,13
107495963,68872,14,14
210231349,70576,13,13
581216124,122736,11,9
92191551,70222,12,13
185430170,72501,13,12
457981944,158374,9,8
7643941,70971,14,14
581815727,71326,10,10
155820327,119568,10,9
152885080,184236,13,13
129390638,184173,12,12
252241143,183128,13,13
152927812,69661,14,14
106988860,182592,14,14
210253518,74125,12,11
609010125,181975,10,10
152524173,70558,10,10
175181819,69874,10,11
53301956,72305,13,13
152722343,189534,14,13
152906315,68929,13,12
581660295,190689,10,10
566393420,106672,8,8
210187652,68909,12,12
167861089,70315,11,10
39250462,72588,13,12
152602434,69800,12,12
58089726,69449,13,12
113659395,69607,13,12
794877015,70707,6,4
152933952,69822,14,13
152919306,69998,13,12
