id,time,friends,followers
582517301,59052,9,9
52058626,50310,12,12
114715906,4639,12,11
685089329,11329,9,9
58371666,32200,12,12
582826877,4718,11,11
152579735,5317,13,12
150014789,9696,11,11
152668432,6039,13,12
65258355,12901,9,8
152600896,10432,10,9
806173430,7078,12,12
152658268,5822,10,9
40319115,37177,14,13
218731332,13718,8,6
50583474,29507,12,11
57644049,7025,14,14
61947079,10176,14,14
65296350,17113,14,14
210240698,5898,13,12
581172516,4720,11,11
117859213,65947,13,12
39762199,9653,17,19
152601618,4938,13,13
308961234,43784,9,9
10120972,10207,13,12
152797242,7599,13,13
58151223,6695,13,12
191871284,7747,10,10
210196215,38321,0,13
152681654,29501,13,12
52583321,6118,12,11
152603713,5404,12,12
37033869,8546,15,15
152953493,5375,14,14
298830387,5390,12,12
57652167,38013,13,13
152734604,46168,13,12
582082194,36850,12,12
22376309,5096,13,12
152735262,6641,11,12
30629031,6028,15,15
152734198,63086,13,11
302663317,10548,12,11
52574066,70062,13,13
210187562,8859,12,12
581438243,52756,10,8
210191100,42319,12,11
30561078,50028,12,12
152899659,10500,12,12
57652754,0,15,16
92252111,7291,12,12
57587998,8495,13,13
93203885,5749,14,14
44758566,6845,13,12
582302578,9614,10,10
44761377,10363,12,12
89978995,65743,16,16
57648024,11696,14,14
210238318,6257,11,10
72785108,29236,11,12
45544575,14076,14,13
130536326,9880,13,12
152785360,59986,13,12
43710570,4970,12,11
65269474,16532,14,14
44760039,49441,14,14
152818090,66298,12,11
152898902,7473,12,12
35229367,50179,11,11
581091757,5691,10,9
201982381,5622,12,12
57653201,5295,13,13
152669930,13815,11,11
152581472,43710,12,11
134464526,9703,14,14
58099039,8110,13,13
152435796,16159,13,12
152572143,6542,13,13
210247272,46436,13,13
581314929,14888,9,9
110964338,49778,14,14
152848254,11323,13,12
210192143,5716,13,13
48729042,7189,10,10
415344967,6265,11,12
57650989,35735,13,13
22961049,17542,12,11
581509307,45658,9,8
155874951,46533,13,12
164870699,54185,12,12
145458546,5093,14,14
152627504,11342,10,12
298835129,31618,9,10
788847374,41568,12,12
152723415,65853,14,14
