id,time,friends,followers
14794735,9794,13,13
147913114,3295,10,7
152856727,72925,10,8
152475783,55930,10,8
564906134,10006,10,9
421479753,32378,10,9
133702961,9707,10,11
601618083,343,9,8
215757790,0,12,15
17148526,65128,10,9
152602363,7308,10,9
152713187,4757,10,8
152619227,47445,11,10
223845316,345066,9,6
32519581,68422,10,10
833629549,14266,7,6
16317727,34632,10,9
73198614,46059,12,12
163337218,4305,12,9
833319604,15256,6,6
64664580,66469,11,12
9023080,65,12,13
152582420,50670,11,10
164448589,6370,11,8
19618950,9882,12,9
114837199,204,12,13
152693816,105920,9,7
302427415,7823,12,11
522435605,16994,10,9
67943479,479513,9,11
364086768,10400,8,9
522435693,14939,10,9
401160190,103918,11,10
833346288,13014,8,8
57570482,50315,8,10
756533833,767,11,11
58383955,27830,11,13
9549379,32952,14,13
19027460,4564,13,12
270532762,7966,9,7
528199897,26715,11,10
119058166,36,7,9
152677870,151,11,11
30099038,92978,13,11
152623389,48767,11,11
58106222,7617,11,11
147920174,15767,10,8
199998961,123938,9,5
404501932,45096,10,9
163543991,45452,10,11
72592147,8514,10,9
701199891,335,7,4
25447833,100779,8,7
5467493,28109,11,11
154989892,17122,10,9
571355932,74981,7,11
19936180,207155,12,12
687775465,47277,9,9
152955604,13576,14,14
756503217,16076,8,8
152477462,88362,10,11
152473907,14673,9,7
152687998,2589252,7,4
57662170,2301,9,8
