id,time,friends,followers
289201736,1122,10,10
77804778,4756,12,12
59547801,58109,11,11
148070856,14778,11,11
60912518,6725,11,12
571832726,163192,8,6
289186021,1980,10,9
156153064,950,10,11
350315926,1328,11,11
159839124,130482,9,9
71617165,6949,11,9
4770091,1710,12,12
644486333,17905,9,5
10236878,1156,11,11
64485766,43581,12,11
20965316,71230,11,10
30656846,31792,9,8
114404673,4731,10,10
136229360,67862,12,12
96046955,36198,12,12
267061250,1450,11,11
23387760,5112,11,10
166114727,14972,12,13
36057610,1012,10,10
546065757,31465,7,8
16220954,7704,12,12
317857093,70926,11,13
141298445,1663,7,9
741378869,3915,7,6
4936820,1410,13,14
59665803,1443,10,10
34523696,2467,13,12
21063147,3342,12,12
125450306,6394,12,12
328099475,16456,10,11
38187428,3741,11,11
711164387,3818,7,7
39669898,3131,12,12
833581190,13610,9,10
833389781,73512,7,6
299314115,34799,9,7
16122030,4304,12,12
144551878,46866,13,13
27228910,0,12,20
128068595,11854,9,9
144553325,61062,12,12
323024972,11492,11,11
136656056,18280,12,13
299439630,28097,8,6
8006095,41160,11,10
32975017,964,12,9
59444431,58189,13,11
289192809,5435,10,11
261303992,4361,10,10
9059584,10931,12,11
667128001,32703,9,8
217176457,52534,11,10
364802990,47517,11,7
159824093,1261,12,12
15491715,22467,12,11
61984122,12310,13,13
17447719,12613,13,12
733950475,4436,10,10
698691454,4220,10,10
149550422,1043,11,13
289193007,1494,11,11
29478535,8481,10,11
503134489,78673,9,9
75179013,7943,10,10
144551859,18174,13,13
12263419,1672,12,11
144552035,11018,15,15
155803819,1753,11,11
302375760,47617,12,12
147995563,2138,12,10
132640678,34442,11,12
579219774,10368,9,9
39005778,2985,11,9
15382630,26033,11,11
289201473,5789,8,7
215952516,3211,11,11
216087867,12189,11,12
155557961,10586,9,9
453309108,996,8,7
218247395,65106,13,12
578723729,1005,10,11
268476432,1231,10,8
217197856,40815,12,12
607218277,33793,10,10
27977943,2380,13,14
200084645,7536,8,10
130395575,37781,13,13
35984259,9570,11,12
834698949,4402,10,10
25011726,3623,12,11
225419904,11279,13,13
