id,time,friends,followers
129366571,27885,8,11
164593775,137717,12,11
833613234,45904,9,8
578774100,29445,9,9
235915755,38124,8,6
773019900,51741,8,6
836611354,93642,3,2
72247125,34221,10,8
578738823,31180,7,0
578723609,81858,5,9
346915914,77154,10,10
129366538,28781,9,10
805296702,47924,5,3
33272513,34778,12,10
54478822,88966,13,13
350306081,30764,8,7
229629563,55429,6,7
836611629,341943,4,4
300209905,31830,8,7
57221575,37183,11,9
833313664,32093,9,8
127396945,0,6,20
814940801,208127,6,7
450332438,94435,9,8
259160298,43390,9,6
164988200,131767,9,9
657081310,280938,9,7
298808978,45085,12,11
350212666,94250,11,12
289192299,46294,12,12
159902717,99311,13,14
357772368,38034,8,7
9782739,61765,11,13
100327172,94732,13,12
185537072,34642,9,6
685699679,103357,9,8
211154036,43724,9,8
321364001,80951,8,4
674389872,701200,8,5
19382877,142422,11,11
38197286,94374,10,10
160481264,33086,11,11
558902674,136440,7,5
745731110,37872,10,9
3918520,94030,16,16
263177543,33941,5,4
835827267,289229,7,7
833313809,89065,9,8
833309375,42571,11,13
449618837,96271,8,7
745786571,31891,7,6
58290783,28348,8,5
578757007,36495,10,10
833313820,31792,7,7
182310132,47705,9,7
546799155,31191,9,6
451316134,34019,10,10
58312493,80260,7,5
142536791,44533,13,11
578734164,85849,7,5
400296740,35979,9,6
745723017,32083,9,8
298866111,144563,9,7
166653783,281782,9,10
124249900,267259,9,9
61125535,95397,11,8
421460327,149053,6,4
833313833,31409,7,7
298809023,65486,12,12
836611765,94812,8,8
435800579,31705,11,11
477815675,81721,8,6
836611582,164724,7,6
19569913,94382,11,12
12029411,83738,12,11
28783532,43379,10,9
166926192,43838,10,10
144531240,50715,12,11
578743207,82491,7,7
836611530,32763,2,3
833270554,50387,8,9
45036945,49748,8,7
159852849,99136,12,12
833313796,31991,9,8
284725632,98783,11,9
137105296,69317,9,11
560680212,683159,10,9
579404333,98416,9,9
163890111,59219,9,7
20821413,45378,12,10
449787381,276897,9,9
579013219,93022,9,9
126002177,46895,12,10
156226116,53517,9,8
578732253,31576,7,7
22537870,32753,10,10
299691362,140739,10,9
578723846,43919,6,4
833313836,206789,6,6
690107141,732077,10,8
