id,time,friends,followers
199728906,28488,10,10
19779591,29882,11,9
581316221,130628,7,5
258928846,70598,7,5
56908807,16522,13,12
215940049,19847,11,11
31932241,31058,9,8
155562528,17049,11,10
127547101,75386,8,13
179495368,26815,9,8
155025659,53176,9,8
4192422,47294,13,13
18621221,14001,10,9
149095198,25096,9,9
47904520,278586,9,8
12062991,30091,9,10
836611710,22468,9,10
10748146,27006,10,9
114572615,42054,13,10
58326505,13873,7,7
104605635,76263,9,8
78505369,17283,11,11
45497661,17747,9,4
216071664,17616,11,11
155044924,15041,10,7
60273139,18031,10,8
19439685,18424,13,13
364906729,16551,10,10
228219163,19843,8,3
45405305,22406,9,7
223880364,85905,9,8
51962218,14897,13,11
11579186,0,11,23
750235713,17221,8,5
349502760,17499,10,7
178227350,75967,10,7
303575838,16152,6,3
299428339,16579,6,4
299462233,13353,10,8
132798131,38773,7,6
359905559,201499,8,3
6443453,23029,9,9
80463282,31389,10,10
836611495,37992,4,0
32948399,16790,13,12
136186468,49015,9,13
50177100,20232,11,8
194477469,93805,10,7
205891048,16823,7,10
199765131,26160,9,7
54434218,21279,9,8
300041003,21624,8,5
581088980,14141,6,5
81483340,30080,11,11
323518917,92249,7,3
42106086,23379,13,12
258458187,16212,10,6
299140230,15165,8,4
45427602,39634,11,11
64508356,33554,11,9
156722559,74845,12,12
139555454,15160,8,10
39527148,20784,10,8
706459720,92977,7,5
26472277,18725,10,8
45481061,26588,10,8
583188083,18839,10,11
52039439,80341,12,8
40500669,20394,11,11
127712320,74788,6,13
129701474,70439,9,11
40948989,50353,10,7
581400822,21930,8,8
191906800,89129,12,11
182306158,36410,11,12
45162009,16499,13,11
164394698,45045,9,5
18684028,57137,13,14
74948738,26218,10,11
83955219,38512,11,11
39349020,14317,13,13
10590750,34898,12,12
212615987,16180,8,10
47983882,13662,11,10
12060052,15335,10,9
46458247,42076,8,8
