id,time,friends,followers
152534006,54866,10,8
138467498,191543,9,7
529826855,58661,9,5
602738834,54746,8,8
56581302,73264,12,12
582357777,83741,7,7
39525304,99774,14,14
32910592,80617,10,10
152709780,56640,10,8
756578642,457298,6,7
58493076,89161,11,11
642260018,92926,7,6
534752657,121149,8,6
137195671,67198,3,10
836611475,120167,5,2
805326191,358290,8,4
19540010,0,10,21
50652453,200777,13,13
58179202,83065,11,10
833479627,204694,7,8
131969716,82654,9,8
541461116,78812,9,7
52389297,83294,13,13
457259890,62055,8,5
105466022,92547,7,7
630992825,73165,8,10
226141670,62057,9,12
541457583,55463,8,10
421465928,56125,4,8
511139628,58185,7,6
57637379,82340,8,5
834665704,73525,7,6
611037684,687026,11,8
58135226,103549,12,11
4508477,79239,14,14
601867992,219184,11,11
728416106,65382,8,5
82652139,60260,10,10
834020020,778361,4,4
128241573,59490,10,9
58274330,81803,8,7
243182864,488693,10,7
581819048,56870,11,10
57652539,84367,15,15
581429944,156029,7,7
58389313,197086,10,7
111010900,57693,10,8
11033158,272103,14,13
67731191,109050,13,13
152694620,84101,8,9
581155361,113191,9,8
130377171,61712,9,9
128732582,1736847,10,10
403175444,308721,6,8
58015433,62402,8,5
836611394,72276,4,4
310429709,119488,8,5
54087798,466897,9,8
58372139,69588,10,7
58266284,67224,9,4
58023042,73490,11,9
581251417,68440,9,7
457081652,55006,9,6
50854265,58651,9,8
630829245,82041,8,6
601726660,63308,7,5
501121166,85814,6,3
7438406,65973,12,10
98859332,63271,11,8
834580768,171741,5,5
756530742,68629,7,4
97087018,61331,13,13
459314390,164550,7,2
812486783,56177,6,7
299679369,131450,9,6
299171001,60034,8,3
130007306,99029,11,11
152724917,109240,11,10
3839000,54728,13,12
833804935,61569,6,5
141814438,313761,8,4
170883367,79703,8,6
581458940,61244,8,6
49299444,64847,10,7
72074977,57056,8,8
74215481,129810,8,5
15798828,54882,11,9
