id,time,friends,followers
834580243,7198055,9,8
558368245,1491707,8,10
152797912,7187745,12,11
128573296,0,7,16
57648804,2533537,15,15
581004558,1493309,8,5
154837734,3066046,8,6
580886434,1743377,9,7
152602606,7585123,8,7
49312526,1497798,10,7
7078986,6453949,13,12
370378999,7187976,11,11
139671929,7659442,12,12
833600613,7951575,11,10
65307066,3802105,10,11
833472222,7204294,9,8
49790452,4684068,9,8
756498733,8204466,13,11
4108164,4889948,12,13
52579371,1468298,13,12
107470405,4917729,13,13
34426584,3008261,14,14
44759577,1559952,13,12
152820406,5868243,9,3
831038185,5250590,9,6
602021753,1771089,9,6
571361491,1392029,8,9
260917703,4077809,13,13
44572198,5608906,8,6
3218184,4103211,15,15
374497302,3577697,8,4
97005217,2493370,11,14
833329712,3048146,8,8
541463157,7588849,10,9
152724855,4665173,9,9
806268574,4017862,6,7
831702638,2721446,8,5
58383819,4126208,13,10
15711657,7175593,10,11
133853461,4782938,12,10
152937932,1892466,10,8
836611662,5700254,4,3
53065431,2675572,8,7
152933080,2160930,13,13
833305244,3044464,9,10
138573066,3045459,11,12
35070183,2165209,13,11
691834906,4031800,12,12
152602339,7660549,13,12
104627928,1713011,11,13
54398136,1792543,12,12
152701636,2567594,10,10
833358446,7186293,11,9
834147757,4156921,5,1
582928603,2164230,8,7
562389931,2522415,8,5
152935114,1767694,11,12
152498892,1840782,10,9
152528731,1403100,9,8
421675791,1847331,9,8
148312229,5615646,13,11
152892690,1558238,12,12
16344663,4782622,14,14
8114102,5750242,11,11
57644999,1792500,15,15
812454295,2151863,8,3
152662670,2167088,13,13
152956692,1774280,13,13
189458671,4167446,12,10
57647066,7192424,14,14
152576324,7185457,10,8
58039820,1665191,10,8
176990402,3833767,9,9
723151335,1965123,6,7
17768119,2059230,12,12
834053723,7588761,9,7
582117629,7117440,11,11
799090846,7365051,8,8
812474565,4089424,12,12
44983245,1716265,13,11
833311938,3044611,8,7
20778640,4090163,10,11
806238232,7185219,11,10
231662454,7320834,10,9
49905447,6113069,10,10
152627274,2199367,9,7
152954616,2369863,11,10
741633246,8043853,7,4
152890931,4757383,12,12
154822370,5340604,9,7
175611471,5041316,8,4
581323978,3370229,9,7
439785103,6130069,5,6
