id,time,friends,followers
127589168,163121,5,8
24592934,139472,13,13
152819370,302349,8,8
152924748,163415,13,12
57644384,301581,13,13
50853166,869057,14,14
152890415,409913,12,12
142987919,209920,13,10
152954552,321431,13,13
210235694,159100,13,13
210247112,160497,14,14
44999527,544319,13,12
785126930,161057,10,10
128500962,301661,15,15
154936579,321679,12,11
67242970,139484,13,12
601649681,143010,11,11
85053351,349261,14,14
329451076,274749,10,8
58444819,869118,13,12
581320854,162914,7,6
5955522,303181,14,14
57647793,348779,14,14
580938937,159297,12,12
57646103,159008,16,16
11752513,324807,15,15
580911862,151582,8,7
61761858,318054,13,13
57648255,158920,16,16
152905156,140116,12,12
57646909,324177,13,13
44759499,140228,11,11
58275016,159239,11,11
728454057,323966,9,9
152898759,259714,12,12
210195750,409839,13,13
302408744,159015,12,12
385928046,366022,9,8
210195854,144514,13,12
45542930,320688,13,13
57759422,317406,13,12
152933789,316986,13,13
57637581,321254,13,12
302887614,154666,11,12
57650913,163744,13,12
210261456,317171,13,13
57649150,159219,15,15
582151377,318191,12,11
14784525,312239,12,13
152729008,305820,9,8
473061907,325416,12,12
152816712,323288,13,12
152820825,303416,12,12
83901647,143605,13,13
57643873,159267,14,14
57600278,239172,13,13
44759210,179217,13,13
530064986,302007,11,11
58082475,305621,7,6
57644777,869035,14,14
106157452,161036,12,13
97088624,544395,13,14
58151314,317768,11,10
19377099,166714,11,10
152725750,139372,13,12
209557306,727958,10,8
145458576,184172,13,13
210200217,321266,13,13
210241976,160434,11,10
581247071,318483,11,11
57652158,139680,14,14
145458628,156680,13,13
581126093,306396,9,9
298849822,159816,12,12
31683333,266904,16,16
306568911,317316,12,12
127441882,283649,13,12
564520569,150548,9,9
152735082,162314,13,12
581851718,321362,10,8
104980807,0,16,16
121603790,162433,13,12
155830791,326849,12,12
581059278,148472,9,8
58148674,139683,13,13
57650518,159080,12,12
562993235,141024,10,10
58283021,158888,9,9
210191103,163439,11,10
