id,time,friends,followers
5065096,141366,7,5
467476553,68088,11,11
58403114,121118,12,9
99560160,122580,8,10
326864011,0,9,11
180143746,149553,7,4
85828833,69678,6,6
30868692,723784,13,11
10849707,121200,11,11
8808495,55825,12,10
348361564,10240086,10,11
185277448,154674,10,9
152931958,124664,8,10
734973629,129009,6,4
15028554,127279,11,10
152546207,124822,11,10
155877082,133611,10,9
23178845,91965,12,11
18108921,1444958,12,13
81377665,54648,9,9
253976942,66652,9,10
51661448,58503,10,8
17725756,146743,12,12
45139400,119066,13,13
421480976,228179,9,10
164373620,121775,8,8
208638735,138142,9,9
9023080,69466,12,13
215747976,125096,9,12
33560451,127133,9,10
210199892,10225410,13,13
54362560,63935,12,12
24206108,84419,14,14
695174949,66631,6,4
57650136,67878,13,13
421462329,1449282,11,10
98767486,78794,9,10
81469914,122509,12,12
178763644,145758,11,15
6030098,136943,10,8
9647038,123809,11,11
152934025,124723,11,8
152899156,57425,9,7
152850166,141493,9,8
633957839,1456211,10,9
25715200,125416,11,14
15369298,1457512,8,9
49520839,58590,13,13
216771795,55390,9,11
414064987,134263,9,8
68972697,121447,9,8
26665173,148303,12,10
326864508,248795,5,8
138718103,138439,10,9
82512084,266424,10,11
144736723,159455,9,9
772327954,60717,9,9
128887590,119103,13,13
32997454,276810,12,12
421501817,58463,10,8
58009545,54495,10,9
421465645,81959,7,4
753894340,84291,9,10
130007536,125338,10,10
49497224,97829,12,11
219599083,56835,9,9
224335787,124808,8,9
298852767,100153,10,10
107239727,84691,11,11
49336025,103556,13,11
124087500,123798,13,14
18468209,482926,12,11
214285306,59294,9,9
129985323,124079,12,12
9501017,123780,11,11
58246036,141215,9,9
60696338,84548,13,13
152501090,88678,9,9
152571680,131933,9,9
21588315,70161,11,11
21214561,118967,13,13
163543991,136665,10,11
9287257,67696,12,12
2634374,118300,9,8
58381306,124165,13,15
38511051,121972,14,14
208535296,124127,10,9
152620437,142912,12,11
298850857,125578,10,10
828447830,124064,9,8
21926415,60121,13,12
205885287,65500,13,13
152580351,137554,12,12
62305021,147017,12,11
922565,140391,10,10
