id,time,friends,followers
34022639,282,15,15
152481470,9134,13,13
152797859,4546,12,12
54912254,2969,14,14
12249978,0,14,14
581022408,3602,12,11
58001200,1391,12,12
57649862,5664,14,14
580905508,2756,9,9
300275158,952,11,11
210185834,390,11,11
210186082,511,13,13
152731456,1959,12,12
152575646,1117,13,12
57648966,533,17,16
35250404,466,15,15
83581680,7559,14,14
48681826,1797,13,12
298859323,4310,9,12
175162620,3237,13,13
57646974,1343,15,15
145458627,3029,13,13
581322504,17422,10,12
48729042,591,10,10
152857359,436,13,13
152686018,1141,11,11
659077955,5048,12,12
