id,time,friends,followers
382944962,14739,6,5
681518991,3540,9,10
384753680,4372,10,10
450091156,52,8,7
166755458,3059,10,10
350315926,2794,11,11
448322951,7712,10,10
346784479,4412,10,11
199781905,2685,9,7
131121212,940,10,11
300086648,2373,10,9
35009624,1516,11,9
148271268,4775,12,11
180852381,8066,9,10
453506217,16477,9,9
206551053,119,9,6
166692243,3087,13,13
159821527,658,13,12
316322626,7436,10,10
98913738,14980,13,12
271628233,4877,11,11
364906729,4491,10,10
44928040,6245,13,10
54253005,8975,11,9
298811463,15137,9,9
168248995,14959,12,12
34935344,6134,11,10
4543772,381,11,11
52583794,14095,13,12
451460196,5065,8,8
39669898,327,12,12
322834216,50,10,10
260514013,20842,11,12
27228910,0,12,20
128068595,42637,9,9
549481883,7824,10,8
316822372,1764,12,10
7063139,6303,13,10
14919316,68,12,13
159823069,15532,14,14
260513509,7667,12,12
51804589,4675,11,11
58253062,1161,13,12
51872176,9741,12,11
424506663,14345,12,12
698691454,500,10,10
383023082,3949,9,9
72051416,27108,12,11
7461818,9642,11,11
44818996,138,12,11
155757499,1671,11,11
434646225,4428,10,9
449500268,740,10,10
6537396,1210,13,13
81517245,1937,11,10
809537090,240,8,8
497227056,28607,9,9
155710566,5251,10,10
53495305,1586,10,10
5328015,4017,12,12
50726347,7317,10,10
453168174,13048,10,9
67611216,15550,10,10
144814785,654,11,13
