id,time,friends,followers
304012513,12646,8,10
98487816,7711,11,11
152907897,8120,7,8
42644250,6863,9,10
152850291,9161,13,12
601610825,4557,8,9
152688626,33114,9,6
82396275,6389,11,11
24567224,5187,13,12
635653053,8463,9,7
214891535,3260,8,4
152919773,2499,11,9
152927200,1599,10,14
44757776,2768,14,14
58424071,1753,10,10
128946748,5132,14,14
152631605,430,10,12
7556079,341087,14,14
501125965,2517,7,5
152898569,11300,12,11
152937759,119,13,13
57647958,1931,15,15
152849206,8969,10,10
152565998,0,10,13
