id,time,friends,followers
58010779,79407,11,10
128504168,84822,11,10
208246086,80161,10,9
130229455,401460,8,10
272481868,90243,9,5
581472828,198539,12,11
812459239,128414,8,6
152602694,138168,12,12
76127589,251643,11,11
210223368,196670,13,13
582552837,87086,8,9
60695641,262002,15,15
633983766,102909,8,6
133788748,86035,11,11
6563121,93254,15,15
47243252,90461,11,10
582892987,78890,8,7
44758938,146735,13,13
152939178,92010,10,10
57490980,304601,10,8
834157475,116361,7,6
582076789,84174,8,4
828978141,118776,6,10
152898884,402704,10,10
3656753,101027,15,16
215747176,85097,9,6
57648100,81966,15,15
582393394,153615,10,9
501147973,124878,12,12
152932166,756870,14,14
226141670,80318,9,12
133999450,85372,13,13
13654871,170673,16,16
149140804,81261,10,6
581736773,207273,8,7
155829262,80466,9,6
128395896,262655,11,11
152482304,127304,8,8
152602903,262409,11,10
581998002,133323,9,9
163804593,131499,10,9
302431258,119703,11,11
40336044,96668,14,14
210216087,78481,11,11
152912165,150976,12,12
152931947,91993,13,12
82737815,156367,13,13
152687330,134200,9,6
53327981,89480,11,10
581475814,80490,9,8
5857735,92192,13,12
210261209,86030,15,15
163903201,354330,10,10
715923704,81679,7,7
152533759,108509,8,9
58150313,127697,13,11
580587949,78378,9,8
77061268,254361,14,14
62417488,118806,10,10
210231042,106227,11,11
58419253,756904,14,14
57646702,156268,15,15
57769544,79190,12,11
128501720,302838,13,14
534758496,502696,6,4
152434702,194334,8,8
127728639,0,11,18
25894617,86142,12,11
580913085,113337,13,12
58271944,195202,12,9
193321666,109262,11,8
25531917,353417,9,9
152603453,92053,13,13
298855733,122044,10,10
152681617,263666,8,5
730393062,170676,5,7
152787305,397253,12,11
580931980,395203,10,7
57847178,86037,13,11
308237925,149801,7,9
152899811,80357,12,12
60783762,82504,14,14
57651668,103531,11,10
298858707,147864,6,11
607701491,134969,7,7
163804718,90549,12,12
152808050,402334,10,12
134515280,79842,11,10
152630905,757140,13,13
581888005,251557,6,6
57392904,85307,8,5
582055542,98248,12,13
210185991,111346,12,12
4008901,92019,12,13
409738485,312232,7,5
675324323,417865,10,10
