id,time,friends,followers
26017368,192634,13,13
307791067,56742,12,12
83255061,71813,14,14
228992879,72540,11,10
58023933,107519,13,12
22329156,388920,13,12
47689681,209237,14,14
152933107,51342,13,13
152858732,252994,12,11
834617886,169306,4,3
7456643,56038,14,14
2396815,71834,12,11
58157863,114867,13,13
128987538,350216,9,9
57646254,102726,15,15
152710848,85469,12,11
311311187,60545,11,11
36888971,179076,15,15
128732905,137601,13,12
130013947,98709,13,13
210191580,177678,14,14
152907453,70557,13,13
10054035,59209,13,12
58267865,68297,12,12
57652414,80930,14,13
298830392,92479,9,8
155827393,125500,11,11
44362664,188071,12,11
152688571,414760,9,9
506580866,95607,8,7
490446957,77804,10,8
18345809,143520,13,12
14071360,103207,15,15
67521426,55483,14,14
210210672,183228,13,13
97088096,249683,13,11
30741450,305573,12,12
505485410,85168,9,10
152953493,203372,14,14
107496168,187890,12,13
728512551,82360,7,9
46990768,103969,12,11
8615149,192468,16,16
149528563,61432,11,11
82064648,153281,13,12
836364095,179486,6,5
16676261,124341,13,13
57645106,86073,16,16
59187619,91491,9,7
152660562,52850,12,11
152927162,178369,13,13
461308805,3010710,10,7
11803068,103159,14,13
152578965,107179,6,6
8116282,99174,12,12
152928205,184769,11,11
65491807,86484,14,13
1800683,203331,13,13
58397358,219461,14,13
14467000,191685,13,9
128501710,211695,13,11
298839059,125415,10,10
79425793,321559,14,14
5010103,71907,12,10
152920803,126345,10,9
61758114,108250,9,9
210370347,102746,13,13
78144001,70877,13,13
582327770,50270,9,8
836611392,199090,6,6
58163856,81081,12,12
130252934,109996,14,14
58305488,188198,13,13
152898569,77219,12,11
57644609,201058,14,14
166902731,86677,10,10
57647356,83665,15,15
34328506,2730973,14,14
16048629,288043,12,12
155862013,51735,13,13
58040541,79860,11,9
16324521,102945,14,14
152699991,50430,12,11
98719921,56372,13,13
77740734,188767,13,6
92471893,263354,13,13
57759732,182722,13,12
27475057,156891,14,14
57461162,57438,11,9
127290887,0,13,18
277322270,79134,8,7
32122102,67623,15,15
582542630,112135,11,10
54291563,155429,14,14
582248602,391068,8,10
601617576,243664,11,11
23640876,49897,13,13
57647862,92985,14,14
128732363,50836,12,13
