id,time,friends,followers
30862761,155028,13,12
33915497,9234,14,14
7549066,2684,13,13
38128350,249,15,15
156581758,11036,11,10
68947686,498,11,10
35221935,3152,12,12
44678477,2824,9,7
18885881,7717,14,14
98856811,878,12,11
64605624,84502,14,14
131932114,1718,11,10
49067297,5010,15,15
34858511,1762,14,18
323087378,53,7,4
68948265,18736,13,13
44339839,30257,11,9
60660731,14799,10,10
66986781,0,11,18
44564333,1028,10,10
302883790,92949,10,10
84206822,16005,11,10
34186413,12631,12,11
60695821,567,13,13
