id,time,friends,followers
833299962,13211,8,9
292371173,121625,7,7
6146119,14874,13,13
92513774,78356,10,10
81379139,423616,9,10
72471441,120659,10,10
58323750,5963,11,10
54317690,5005,12,11
649953964,100021,13,12
34517608,16684,10,8
144832605,12039,10,8
192392737,20088,9,8
9023080,0,12,13
298849063,4861,9,9
58253751,14512,12,12
421476296,53646,8,9
69748230,15580,13,11
70108190,39812,8,7
152534675,6555,9,7
211466923,37362,9,12
456671934,92475,7,7
84590489,15402,12,12
214274398,14623,9,8
644826470,12705,8,9
581417704,10169,11,9
65499074,11647,13,13
50187102,92478,10,10
81823501,106284,7,8
193398101,332,11,10
224327706,43821,8,5
52027603,10737,11,10
199953180,12976,10,9
164374513,78327,11,11
92755083,15217,9,9
20921975,75500,13,13
72627264,1319,9,10
16523641,92435,13,13
152477462,98536,10,11
