id,time,friends,followers
238367748,45674,8,6
228782448,182914,8,5
297656122,75101,8,3
3829913,46224,12,10
239806300,57469,12,10
127536696,0,6,18
132797334,129031,12,12
216084721,61954,12,12
107673512,46473,12,7
295142651,237214,6,3
38544846,234058,13,13
107658890,92834,11,9
231169443,79201,9,7
296510867,70264,8,8
240600458,48070,9,7
38797639,178114,10,10
49072011,183296,13,12
642479303,80064,8,7
238715585,50813,9,9
290552410,45990,8,7
285303638,46018,10,8
836611473,124757,6,9
10984417,46179,11,8
101195709,151415,10,10
294235076,88442,7,5
156327386,178380,9,8
218122654,47633,10,9
277261135,199478,6,3
107667251,188705,10,6
48304002,61544,12,11
54594864,57069,12,11
107667715,46107,11,10
298035760,75709,7,7
142884151,47431,11,9
107665679,50501,10,9
280957746,82874,8,5
295028805,45832,9,7
57188819,46805,11,10
836611752,177601,8,6
298161384,57712,9,9
107671910,47358,10,10
107669750,52915,9,8
217149635,93257,10,8
295331972,50173,10,9
298527222,182354,7,7
107669354,56632,10,9
224384708,45693,9,10
234717319,115859,9,11
75286322,55701,12,11
298379771,93541,7,10
642483710,93041,10,11
298566743,78454,8,9
16804073,46899,13,9
298118620,1438485,8,10
107674057,60229,9,8
58353265,48603,11,10
201575235,45914,9,7
107668248,45755,11,8
836611744,207846,6,1
37704906,46454,13,13
36080594,188609,12,9
130132671,95353,11,12
233285652,48587,8,7
107662394,48390,9,8
296020823,95858,10,11
288348918,45873,9,7
217198784,47559,9,8
762750143,371396,8,8
199750404,48695,9,8
82121115,821249,10,8
229395403,123875,6,3
267725475,49350,7,5
258100571,90560,12,11
245181208,238899,9,8
282678368,80717,13,11
113388240,91285,15,15
107660421,45714,11,11
286006456,45703,11,8
294975033,50785,8,13
57192491,92297,12,10
82101955,142995,13,10
124551178,313683,8,10
140171361,178964,10,9
107668076,93270,11,12
256979378,46572,9,7
297532734,1312227,14,14
229317801,46945,6,0
107666765,51142,9,9
284094194,51375,10,9
107670955,55980,10,9
286266136,103500,9,8
