id,time,friends,followers
499807491,290880,11,11
289186646,306490,11,11
59653838,358500,12,11
308682903,395560,10,10
505611720,368009,9,9
528445359,367799,8,6
128358535,578282,7,13
7471989,26985,13,13
23300100,411278,12,13
836611584,428663,8,8
100776555,367812,9,10
733834478,296055,9,9
111430980,366020,10,10
106977604,533,11,11
476448875,483194,8,4
109595524,995,11,12
293179668,312869,9,9
148076796,377786,12,12
700168734,601340,9,11
687332762,366132,8,6
32132071,510333,14,14
535990656,328614,5,4
114655023,439410,11,10
129617917,710928,14,14
151069087,394393,10,11
67277434,229245,11,10
796171986,505680,11,11
11008742,365660,12,20
535988111,395194,8,5
454405070,590,10,12
400013655,366017,10,11
68336117,278182,6,5
8598089,298713,13,11
155583761,282446,11,11
83205048,335782,11,12
82111235,438169,11,10
363401867,493884,9,7
57188768,291828,12,10
2946406,411406,13,13
251846849,379761,9,6
189261113,394229,9,8
184740858,366645,12,11
298803387,370472,11,12
184701163,641539,8,8
480480439,282292,11,11
199890537,376816,7,5
421479672,412081,7,6
110142253,546982,12,11
34949765,360193,13,11
634904922,338337,8,8
480090054,358879,12,11
140888842,303307,10,8
300221737,417964,7,6
38846993,388446,12,12
14913727,28378,9,10
93751737,343688,10,10
16909968,465916,11,8
505730761,416384,8,5
359205014,456779,7,5
133385476,282593,9,11
148972237,453973,13,10
448944133,380761,7,6
98542915,356363,12,12
36530188,385455,11,11
571772659,285097,7,7
298809470,389061,12,11
133371644,385369,11,11
506334272,456901,10,10
737458850,289266,12,13
79485143,384943,9,7
211017303,368621,11,12
159846483,396595,12,12
109606471,388381,14,14
576983256,284745,12,11
236153759,44,12,12
201422782,365927,9,8
77263052,0,9,14
95702947,453004,11,10
332361416,356388,10,10
