id,time,friends,followers
38929943,1056790,11,11
765618606,763264,10,9
833710554,507218,9,9
497942675,747593,7,7
836611766,7566764,10,10
349704190,168946,8,6
497743785,253291,9,7
836611595,498637,3,5
497762404,638671,9,8
377282060,163080,7,5
836611381,117460,6,6
836611793,261358,2,3
39264564,3801023,7,10
497818196,207790,5,3
836611839,149586,6,6
498024685,118609,7,4
836611459,165873,5,7
342352451,1389452,8,6
836611678,10566318,3,1
497743512,197897,10,9
448433153,397956,5,1
497740903,1066980,9,8
477268677,766595,8,9
836611375,1573794,11,10
4053459,4015466,13,12
545559760,1557027,8,5
498265585,1512256,11,11
313100328,125791,8,5
346545688,1121488,13,13
836611770,1555266,9,10
328081623,121318,7,5
147923948,108520,9,8
144728655,99981,11,9
836611465,1647388,4,1
72060796,342140,10,8
40062444,295878,13,12
498820204,138160,6,7
836611833,1504516,4,3
235173981,147799,14,14
498039522,295408,5,1
834655256,533746,11,11
731713198,147777,11,12
497741770,747904,9,10
695764795,334967,13,13
497924356,1509816,7,6
34559035,102151,12,8
836611607,1536556,4,1
224400708,803273,11,10
284545014,108137,8,6
836611865,258643,7,5
836611367,712096,3,5
836611415,180899,7,8
497893499,718137,7,5
836611524,1513546,9,8
241144012,107794,11,8
836611497,465689,1,0
252073969,186596,5,6
497857352,833432,7,6
450128143,359290,8,8
836611507,747429,10,11
497920811,931319,9,8
497928789,965629,10,8
695914062,182176,0,7
836611665,1507847,3,3
836611352,799958,6,7
836611355,1514674,6,7
497780583,290579,7,6
359205539,296283,10,9
498025565,100982,5,9
836611448,243491,0,6
302693328,760378,11,11
497913370,334809,11,10
498194074,161908,9,9
52731978,126462,6,4
67624281,267706,11,9
836611860,1667202,7,4
776673041,558249,11,11
302059178,334763,13,12
69353162,170626,13,13
836611823,1120597,9,8
299250641,106058,8,8
424426970,234678,9,9
836611417,232792,7,3
320544293,103933,7,8
740327919,138748,7,7
836611468,807093,10,11
497752168,135098,6,7
836611859,134512,6,7
49814894,248564,13,11
210601194,104845,8,7
127176203,0,4,20
836611484,1508210,9,8
836496345,102989,9,9
