id,time,friends,followers
104139852,992,11,10
138243914,2948,10,10
103822752,4107,7,9
48547878,697,7,5
78515454,3001,12,9
80038048,345,11,10
543054187,8428,7,4
2174369,0,11,21
195853082,500,11,9
113016106,3004,11,11
57473027,55435,10,9
89468785,63052,6,4
187141429,5209,8,6
205071678,55748,9,8
21916949,1255,7,7
836611510,20054,6,4
183213435,734,9,8
91086778,2665,11,8
132179465,68626,12,12
317550046,600,9,9
5657046,53331,10,10
19848351,1170,12,12
277133480,4365,7,7
306921065,5179,8,6
305013051,28,6,5
237005751,4998,9,7
112938783,19024,12,8
150561758,11,11,9
259696123,48822,8,8
130025305,18914,8,8
134061283,22787,8,7
58801436,2359,13,11
51134823,1651,11,9
78743713,136,10,8
302970983,5386,6,5
67875836,54339,13,11
184425477,42074,10,9
179677028,161,9,7
84879972,895,11,10
97606778,50729,10,9
103484270,9,8,8
253900155,27,8,7
100954624,59480,11,6
36748522,70222,13,11
300722309,1945,10,12
67549679,1240637,13,11
217715561,65247,10,8
101188630,2928,10,11
162844774,39308,9,9
41152398,923612,11,9
321108241,168,8,7
75657041,82,13,13
77315484,1401,11,8
91208452,14,9,9
582239388,1200,7,7
518310995,17134,6,5
48367738,854,11,9
204327790,1604,10,8
132469838,20851,8,8
14974683,16,10,9
102196316,7,12,9
58317043,534,11,10
685173508,6984,7,8
184569182,19661,9,6
49267991,33010,7,6
84114508,1381,12,11
524641151,1191,6,2
122091505,25963,9,10
710815555,53282,2,10
30521998,55296,12,11
95209244,326,10,8
2242564,11721,13,11
47579223,547,12,8
568270433,193,7,5
73172486,22,13,12
36319356,294,13,13
642337749,838,9,7
43669863,26996,11,9
219129204,9945,9,5
138744138,11391,7,7
263405699,1232,9,6
144728177,239,12,10
76906735,22,11,9
58344499,17611,11,5
501313704,16602,7,4
134103889,25567,11,11
83700262,1537,11,7
692048175,7279,6,8
61818898,13136,8,8
693678757,65428,6,5
