id,time,friends,followers
54275674,327541,13,11
140309110,398285,10,12
97277250,334948,12,9
66106928,355211,13,11
694793099,329311,5,4
33598821,318562,12,11
534762963,343771,9,10
667132911,324428,11,12
60137991,311884,13,12
54603693,378556,9,8
57769587,418113,13,14
152688477,326327,12,11
568652,6474809,7,9
50642565,328462,13,12
65386758,317896,12,11
153773995,350773,10,8
665998502,378008,8,8
142546610,377725,12,10
51792720,325637,11,12
18921011,316280,11,14
16106320,332424,10,8
23548728,481690,13,12
198620739,368924,11,10
2737995,394866,9,9
50112030,355616,10,6
40318556,508011,7,9
45525447,325400,12,12
72468788,347605,10,9
497886807,375657,9,8
80912030,375801,12,10
177249588,425385,12,11
10215274,317872,13,12
45161249,472512,14,14
83645804,205008,9,8
152725194,2729441,11,11
52608693,334666,12,11
32291467,338741,15,15
558829034,386373,7,5
290914794,370712,9,9
836611733,311988,0,5
15183560,516116,17,17
836611403,1477002,7,11
56938567,709197,12,12
80409955,328931,11,10
10282179,330799,14,17
67348740,320865,13,12
54364401,390190,11,8
57491629,396603,11,11
233004068,321767,10,9
57404112,335161,13,12
14612657,318564,15,15
33822812,2752298,13,11
130018334,447138,11,11
30415365,218377,13,11
136950906,337193,10,10
28574819,482009,10,10
22430277,310594,12,13
152701263,344695,11,10
582205120,516704,8,8
15792108,319391,13,12
33127612,212327,15,15
40477835,311942,13,12
363598052,332818,7,6
72468790,347475,8,8
55118369,321750,12,11
58405546,7057246,12,10
2217366,2073858,14,14
357504181,4134499,7,6
169530790,331700,9,9
69551599,0,13,18
111706437,381902,9,9
9161014,310419,11,10
836611601,366797,7,8
58108993,6050490,11,11
65276424,350322,11,9
82109226,316949,12,12
637717611,348713,5,6
155039707,2293786,10,9
152702858,331020,8,7
85172930,5149890,8,9
21833518,226879,12,13
138989554,337474,8,12
15210686,335202,9,11
138472075,356983,8,8
211447843,332549,10,9
13557052,330238,11,12
