id,time,friends,followers
131257527,31624,12,11
582393364,15009,7,11
85054270,21072,13,13
20061296,17411,12,11
210192084,24189,13,12
130228386,14563,10,12
107496235,17880,13,14
164367793,39247,8,6
58370551,48272,11,11
210282207,27244,11,12
155884840,39674,11,11
101699339,13853,13,11
155853946,23580,12,12
152734842,23691,9,9
58336303,33449,13,11
30894702,22039,12,12
155837427,28492,10,8
658765635,14110,8,8
422739190,24894,6,8
18046276,37775,13,12
57313277,38477,13,13
634675951,60658,7,8
83640157,16386,11,10
581910696,18153,7,10
67638959,17931,13,12
30755439,36079,13,13
559124020,13822,7,7
581712570,27920,8,8
128820331,16874,10,11
29574297,18555,13,12
83551904,27311,13,13
155828008,16938,10,9
19213980,42401,11,9
58414107,15204,13,13
155843244,16343,9,8
147394684,88060,10,6
99810370,17752,10,11
462764543,24522,10,7
581687291,36211,8,10
581097830,18945,7,8
300209954,34757,10,10
152934948,28660,13,13
152566972,15762,12,9
71590914,18382,9,10
582399231,14262,10,11
58156057,21348,9,8
57591276,29425,12,11
602777667,20099,8,10
581217989,32919,9,9
107495887,18954,14,14
152891592,37556,10,7
121065946,42067,10,9
349865879,18379,11,11
581820479,14406,12,11
806380054,19740,7,11
152882147,78433,11,11
152931961,28699,11,11
152819125,26123,13,12
131195501,28249,11,10
152854959,41579,10,9
298858995,22278,8,8
57646530,37384,13,13
15125736,0,11,17
16232831,28892,13,12
107496453,18707,13,13
37179973,16875,12,12
210187277,30065,12,11
155861639,21309,10,10
582189653,27327,8,9
806283846,43656,5,10
58151934,19375,10,10
582698349,19307,6,9
75736039,39969,11,10
581670481,27619,11,11
462559934,23108,9,9
97087018,20643,13,13
58022517,36949,11,9
581962161,15795,10,9
152850422,30383,12,12
152920327,21633,13,12
50634928,18306,11,11
110769994,46007,13,12
58147852,14918,13,13
836611669,21565,6,6
155821452,20080,8,7
581917190,27492,7,7
430811586,27075,10,9
80080354,26263,11,11
140213263,17566,6,10
58106783,34682,13,12
152480701,16725,8,9
152957640,27233,12,13
