id,time,friends,followers
57602016,0,7,19
152818359,33662468,12,12
103060361,49762478,14,14
97848215,50191915,11,11
298833715,33680515,10,10
210251626,33687538,13,13
155852670,33708047,10,9
39674749,33705861,15,14
58370148,33683269,12,10
152931270,33719427,14,14
155815434,49763411,8,7
152941850,33676326,11,11
601691967,33662838,7,10
47236449,33691945,12,12
54156779,33730375,13,12
57647062,49840871,15,15
152955610,49774876,13,12
2234739,33677911,12,12
152954988,33672289,11,11
152954086,33695968,14,14
30845742,33679472,16,16
152934163,33664743,12,12
58155898,33679188,13,13
27552079,33677939,14,14
57643578,49762138,13,13
57645573,33668925,13,13
152723076,33717372,10,10
298849311,33734508,11,11
57478379,33719220,12,11
152850120,33686983,9,8
210231048,33723112,13,13
152953493,33679939,14,14
107496168,33683715,12,13
58110766,49766063,11,10
152117105,33710161,12,12
57651282,33731420,13,12
10669117,33712514,13,13
57588633,33685759,14,14
6308785,33701072,15,15
54364401,47326232,11,8
152913194,45701286,13,12
34648832,33732952,14,14
152939169,33693210,13,12
79437509,33704763,14,14
142991251,33684548,10,9
93736567,33694744,13,13
18875682,33682327,13,13
210238785,33728726,12,11
50606648,33715894,12,12
271974536,33718827,9,7
57643394,33661455,13,12
83437385,33667963,15,15
152921173,33700400,12,12
5389308,33698267,13,12
3878831,33734272,15,16
7191564,33702874,12,14
9134503,33678293,13,13
27461472,33727396,14,14
152968504,45706602,14,14
38742253,49762326,14,14
152912194,33735535,13,13
137716762,33776553,13,12
123735423,49763725,13,12
57644609,33712779,14,14
113500668,49762524,12,12
28643322,33788111,13,12
60996282,58782026,12,8
32020974,33700755,14,14
155862013,33724327,13,13
58140276,33719362,9,13
152907691,33677431,13,13
58147194,33708980,11,10
65336728,33719067,16,16
152919448,49762445,13,13
58035007,33683040,12,14
83439477,33679978,13,13
152808050,47224052,10,12
99810425,33682224,12,11
54181590,33713896,14,14
37652988,33684213,16,16
11981644,45763217,15,15
152930696,33695594,13,13
57430761,33693885,13,12
7824865,33676902,14,14
152876616,49762256,11,10
67498694,33706228,13,13
26179196,33734538,16,16
131828310,52903674,10,11
58153537,49762066,14,13
